      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000
  2.60603e+11  2.60603e+11      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11
  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11  3.84825e+11
  3.84825e+11  3.84825e+11      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000  5.01879e+11
  5.01879e+11  5.01879e+11  5.01879e+11  5.01879e+11  5.01879e+11  5.01879e+11
  5.01879e+11  5.01879e+11  5.01879e+11      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000  6.09583e+11  6.09583e+11  6.09583e+11  6.09583e+11
  6.09583e+11  6.09583e+11  6.09583e+11  6.09583e+11  6.09583e+11  6.09583e+11
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000  7.05932e+11  7.05932e+11  7.05932e+11  7.05932e+11
  7.05932e+11  7.05932e+11  7.05932e+11  7.05932e+11  7.05932e+11      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
  7.89131e+11  7.89131e+11  7.89131e+11  7.89131e+11  7.89131e+11  7.89131e+11
  7.89131e+11  7.89131e+11      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000  8.57630e+11  8.57630e+11  8.57630e+11  8.57630e+11
  8.57630e+11  8.57630e+11  8.57630e+11  8.57630e+11      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000  9.10153e+11
  9.10153e+11  9.10153e+11  9.10153e+11  9.10153e+11      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000  7.89131e+11  7.89131e+11  7.89131e+11
  7.89131e+11      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000  8.57630e+11  8.57630e+11  8.57630e+11
  8.57630e+11  8.57630e+11  8.57630e+11      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000  9.10153e+11
  9.10153e+11  9.10153e+11  9.10153e+11  9.10153e+11  9.10153e+11  9.10153e+11
      0.00000      0.00000      0.00000      0.00000  9.45721e+11  9.45721e+11
  9.45721e+11  9.45721e+11  9.45721e+11  9.45721e+11      0.00000      0.00000
      0.00000  9.63672e+11  9.63672e+11  9.63672e+11  9.63672e+11      0.00000
      0.00000      0.00000      0.00000  9.63672e+11  9.63672e+11  9.63672e+11
      0.00000      0.00000      0.00000      0.00000  9.45721e+11  9.45721e+11
  9.45721e+11      0.00000      0.00000      0.00000  9.10153e+11  9.10153e+11
  9.10153e+11      0.00000      0.00000      0.00000      0.00000      0.00000
  8.57630e+11      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000  9.10153e+11  9.10153e+11  9.10153e+11      0.00000      0.00000
      0.00000  8.57630e+11  8.57630e+11  8.57630e+11  8.57630e+11      0.00000
  7.89131e+11      0.00000
